"Comment","Toxicity","toxic","severe_toxic","obscene","threat","insult","identity_hate","source","manual_override"
"chúc hai con khỏe mạnh và hạnh phúc","0","0","0","0","0","0","0","victsd_train","0"
"trường học mới vào đầu năm học mới mở đường bay nghĩa là chở bệnh về tiếp bùng phát dich đợt 3 là khó tránh khỏi các học sinh lại nghỉ dich công ty lại đóng cửa chỉ một vài chuyến bay thì thu được mấy đồng bùng phát dich đợt này tết là đói luôn tôi cho rằng chắc chắn sẽ xảy ra nếu khai thác đường bay quốc tế","1","1","0","1","0","1","0","victsd_valid","0"
"ntrang lơng tên đúng là vậy nhưng đọc đúng là đọc như thế nào phải hướng dẫn thêm để dân đc biết nếu đọc theo nghĩa phiên âm tiếng việt thì mình đọc là en nờ phảy trang và chữ cuối thì ko biết đọc ntn luôn","0","0","0","0","0","0","0","victsd_train","0"
"thương về miền trung","0","0","0","0","0","0","0","victsd_test","0"
"thôi xong rồi một ổ dịch tại nhà trắng nước mỹ đang thật sự hỗn loạn chúc trump và cấp dưới mau khoẻ","0","0","0","0","0","0","0","victsd_train","0"
"đá với bayen còn thua sấp mật vốn chi đại gia cheta si thì thế thôi","0","0","0","0","0","0","0","victsd_valid","0"
"rồi cũng có ít nhất một người chê và một người khen hết lời nhưng nhà sản xuất thì ít nhất bán được 2 vé thành công lớn nhất là đã kéo được 2 người đó đến rạp","1","1","0","1","0","1","0","victsd_train","0"
"sai cả họ luôn thì bá đạo rồi","0","0","0","0","0","0","0","victsd_train","0"
"không quản lý tốt đồ ăn thức uống thì hậu quả khôn lường","0","0","0","0","0","0","0","victsd_train","0"
"xin chia buon quá đau lòng","0","0","0","0","0","0","0","victsd_train","0"
"đây hoàn toàn là lỗi từ phía các công ty tài chính khi không phân biệt được những hồ sơ vay vốn kia là giả","1","1","0","1","0","1","0","victsd_train","0"
"phụ huynh không đồng ý với quy định của nhà trường có quyền chọn trường khác thôi nhà trường không thể theo 100 ý kiến của phụ huynh","0","0","0","0","0","0","0","victsd_train","0"
"đến 2050 liệu còn được bao nhiêu loài thật là 1 quy luật buồn và khó có thể làm khác","0","0","0","0","0","0","0","victsd_valid","0"
"lập các phòng cách ly tại chỗ ngay hạn chê tập trung","1","1","0","1","0","1","0","victsd_train","0"
"lionel messi tuy ko ghi bàn vẫn kiến tạo 2 bàn thắng đó là đẳng cấp sự tự tin và mạnh mẽ của fc barcelona đang trở lại dưới thời hlv mới ko còn sự bạc nhược dưới thời hlv setien trận đấu giống như trận thủy chiến đá thắng là vui rồi ko cần nói nhiều","0","0","0","0","0","0","0","victsd_valid","0"
"mẹ cháu đâu mà dể cháu bị bạo hành nhiều ngày đến gãy tay tên khốn nạn này sẽ được nhận bản án nghiêm khắc cho tàng trữ ma tuý và bạo hành con để nhiều ngày đến gãy xương","1","1","0","0","0","0","0","victsd_train","0"
"vừa tích cho bạn vào city rồi nhé con này đi form cũng đẹp lành bền bỉ mình có mấy ông bạn đi đều khen","0","0","0","0","0","0","0","victsd_test","0"
"thật sự không hiểu nổi sao còn tồn tại những người mẹ người cha đánh đập hành hạ chính con ruột của mình như vậy thời gian sẽ xoá vết thương trên thân thể nhưng vết thương trong tâm hồn thì không","1","1","0","0","0","0","0","victsd_train","0"
"bài viết hay cám ơn vnexpress đã chia sẻ","0","0","0","0","0","0","0","victsd_train","0"
"la i pen hôi a vâ y thi đâu co ti nh pha i không culi bên kia cu ng không ti nh pen hôi nhưng co 1 ba n bâ t cao đa nh đâ u gơ ho a kiê m 1 điê m trong thê đa 10 ngươ i trên sân kha ch kê ra thi cu ng chưa đê n mư c va hôi ăn ha i nhi","1","1","0","0","0","0","0","victsd_train","0"
"một đi tích lịch sử rất quý giá gắn liền với cuộc chiến tranh du kích nên tạo dựng các mô hình với tỉ lệ 1 1 để các thế hệ sau này dễ hình dung cảm ơn gia đình đã gìn giữ và tôn tạo di tích này","1","1","0","1","0","1","0","victsd_train","0"
"thực sự hâm mộ ntk mạnh cuờng","0","0","0","0","0","0","0","victsd_test","0"
"tiêm vắcxin xong phải ẩm về nhà theo dõi một hai ngày có khi vaccin nó hành sốt phải nghỉ học cả tuần ấy chứ các bố mẹ khác nên rút kinh nghiệm để tránh điều đáng tiếc với các bé","1","1","0","1","0","1","0","victsd_train","0"
"chẳng thấy hay gì cả","1","1","0","0","0","0","0","victsd_train","0"
"còn mình thi di xe vin để ủng hộ thương hiệu việt còn hơn thua cai gi không quan trong","0","0","0","0","0","0","0","victsd_train","0"
"nên nâng tô i ba o ha nh tre em theo tuô i cu a na n nhân va không đươ c ân xa","0","0","0","0","0","0","0","victsd_valid","0"
"nhìn hình họp báo mình lại tưởng heimdall bữa nay chuyển qua kinh doanh tại wakanda","0","0","0","0","0","0","0","victsd_train","0"
"có đất quận 2 thì không nghèo đâu","0","0","0","0","0","0","0","victsd_train","0"
"google intel ibm của mỹ đua công nghệ tạo ra máy tính lượng tử chip lượng tử cách đây mấy năm rồi ạ và họ cũng có sản phẩm mẫu đầu tiên trung quốc chỉ sao chép những gì được công bố và nghiên cứu sau thôi ạ mọi người đừng tâng bốc trung quốc quá bởi vì một người đi sau nghiên cứu sau không thể linh hoạt và sáng tạo hơn người đã nghiên cứu trước được","1","1","0","0","0","0","0","victsd_test","0"
"theo tôi nên tước bằng lái vĩnh viễn hoặc có thời hạn 5 10 năm","0","0","0","0","0","0","0","victsd_train","0"
"thành kính phân ưu","0","0","0","0","0","0","0","victsd_train","0"
"tôi bên doanh nghiệp lữ hành có vốn đầu tư nước ngoài công ty mẹ mở thêm chi nhánh để tiện điều hành chứ bao năm có lãi đâu nên việc giảm thuế tndn không có tác dụng đối với các doanh nghiệp lỗ thật trong giai đoạn covid này thiết thực nhất là giảm thuế vat và tiếp cận các khoản vay ngân hàng với lãi suất ưu đãi","1","1","0","1","0","1","0","victsd_train","0"
"tên đường kéo theo bao hệ luỵ địa chỉ sổ đất hộ khẩu cmnd cccd sổ này sổ kia giấy tờ nọ tùm lum thiết nghĩ nên để tên đang có và chú thích tên đúng bên dưới một khi đã đổi dân lành sẽ tốn kém thời gian tiền bạc cho việc điều chỉnh giấy tờ rất nhiều","0","0","0","0","0","0","0","victsd_train","0"
"riêng ca nhân tôi nên cho n xl7 7 chô hơn 5 chô ma y bê n tiê t kiê m xăng xe nhâ t","0","0","0","0","0","0","0","victsd_train","0"
"rất xứng đáng","0","0","0","0","0","0","0","victsd_valid","0"
"số lượng pháp nhân có vốn đầu tư nước ngoài mới đã đăng ký tại trung quốc vào tháng 12 năm 2017 là 35652 rời đi khoảng 18 2 tức khoảng 6488 doanh nghiệp thu hút 1 trong số này là cũng nhiều rồi","0","0","0","0","0","0","0","victsd_valid","0"
"ôi trời lòng mình đau quặn khi nghe tin qua đây các trường nên rà soát đừng để sự việc đau lòng này xảy ra với các cháu","1","1","0","1","0","1","0","victsd_train","0"
"được xem m10 thi đấu đã là 1 niềm vui cho người xem bóng đá nghệ thuật tinh tế đẳng cấp mọi thống kê khác danh hiệu ko quan trọng","0","0","0","0","0","0","0","victsd_train","0"
"người ai cập ướp xác họ nhiều ngàn năm sau để khoa học hồi sinh họ nhưng hiện tại vẫn chưa làm dc","0","0","0","0","0","0","0","victsd_train","0"
"tôi yêu việt nam ta","0","0","0","0","0","0","0","victsd_test","0"
"bài toán mà thầy đưa ra và hình vẽ làm mọi người lầm tưởng là hình học phẳng tuy nhiên nếu áp vào trái đất thì đây là hình học không gian cho nên chỉ cần đường cao 1mm nhưng các cạnh tam giác vẫn có thể trải dài đến vô tận diện tích tam giác lúc này là lớn hơn trái đất","1","1","0","1","0","1","0","victsd_test","0"
"mong 1 cuộc sống thật tốt đẹp sẽ đến với con","0","0","0","0","0","0","0","victsd_train","0"
"xin lỗi các chú anh là vua lì đòn","1","1","0","1","0","1","0","victsd_valid","0"
"nếu mua để chạy dịch vụ thì xl7 hoặc x spander là phù hợp nhất xe máy nhỏ tiết kiệm nhiên liệu và chở đc nhiều người hơn 5 2","0","0","0","0","0","0","0","victsd_train","0"
"cảm ơn bác sĩ rất nhiều","0","0","0","0","0","0","0","victsd_train","0"
"khi đấm người khác tay bạn cũng sẽ đau d","0","0","0","0","0","0","0","victsd_train","0"
"tôi từng học luyện thi đh ở bk học thầy phương dạy hình mấy buổi bài này tôi nghĩ là ko khó lắm toán mẹo tam giác này nằm trên 1 hình cầu siêu lớn ví dụ trên sao mộc ta lấy 3 điểm a b c khi tam giác càng lớn a b c càng xa nhau ngược lại ở mặt bên kia của hình cầu thì a b c lại càng gần nhau diện tích abc tính bằng các tham số phía trước của hình cầu còn tổng 3 đường cao tính bằng các tham số phía sau của hình cầu vẫn thỏa mãn các đk chúng là các thông số của tam giác abc mẹo ở đây là ta có 2 tam giác 1 cái siêu to ở nửa ngày và 1 cái siêu bé ở nửa đêm của sao mộc nhưng lại đều là 1 tam giác abc","1","1","0","1","0","1","0","victsd_train","0"
"rồi ai sẽ ăn nấm","0","0","0","0","0","0","0","victsd_train","0"
"ở cuong vị như ông binden nhất là tại nước văn minh như mỹ thì 100 người như ông phải làm như vậy ai làm tổng thống tiếp theo cũng tốt","0","0","0","0","0","0","0","victsd_valid","0"
"căn biệt thự này cũng chỉ bằng cái móng tay mà vị đại gia này chi ra thôi hãy tiếp tục quan sát xem ông ta sẽ bị trày da thế nào sau tai nạn vì tội mua bán trái phép hóa đơn này","0","0","0","0","0","0","0","victsd_train","0"
"mình có nỗi sợ dặc biệt với không gian kín nếu là mình ko biết chịu nổi đc vài giờ không ko phát điên thì cũng tự hủy hoại mình tới chết thôi cô gái cực kỳ bản lĩnh khâm phục thật","0","0","0","0","0","0","0","victsd_train","0"
"ở với mẹc xi là tụt hậu về với epl để tận hưởng không khí hấp dẫn giờ mới thấy sức nóng của nha lớn thế nào","1","1","0","1","0","1","0","victsd_train","0"
"chết ko yên","0","0","0","0","0","0","0","victsd_valid","0"
"đi phú yên chơi được bạn đãi ăn rồi nhưng say quắc cần câu nên chả nhớ nó ra cái vị gì cũng chả biết ngon hay dỡ còn đỡ hơn 2 ông bạn nhậu về tới nhà phun ra hết đúng vô ích","0","0","0","0","0","0","0","victsd_train","0"
"vấn đề ông ấy đã cho người dân biết cần bầu ai bây giờ ông hãy giữ sức khỏe và ra đòn cuối hy vọng đó là chiêu bài để đánh bại biden","0","0","0","0","0","0","0","victsd_train","0"
"ngay cả động vật khi tìm được món ăn ngon nó cũng để dành và nhường cho con nhìn gà mẹ và đám gà con cá mẹ và đàn cá con","1","1","0","0","0","0","0","victsd_train","0"
"cuộc sống còn nhiều khó khăn thiết nghĩ bà con không nên sinh đẻ nhiều quá vừa không lo đủ miếng ăn vừa không đảm bảo việc học hành cho con cái khổ từ đời cha đến đời con thôi","0","0","0","0","0","0","0","victsd_train","0"
"tại sao lại làm như vậy trách nhiệm thuộc về ai 125 học viên đang gánh chịu hậu quả thật không thể hiểu nổi","0","0","0","0","0","0","0","victsd_train","0"
"chọn i10 vẫn hơn chứ con fadil toàn chắp vá từ xe khác đi được dăm hôm hỏng ra đấy sửa cũng tốn tiền","0","0","0","0","0","0","0","victsd_train","0"
"nếu mở rộng môn ngoại ngữ cho hs để được công nhận hs giỏi tương xứng với môn toán văn và để đáp ứng nhu cầu cuộc sống sau này cho các em thì bộ giáo dục nên đưa thêm những tiết giao tiếp với người nước ngoài thay cho một vài tiết chỉ để ngồi chép bài","1","1","0","1","0","1","0","victsd_train","0"
"sarri nói đầy bất lực và cay đắng juve là đội không thể huấn luyện vậy đủ hiểu","0","0","0","0","0","0","0","victsd_train","0"
"coi thường luật pháp","0","0","0","0","0","0","0","victsd_train","0"
"chẳng hiểu tại sao họ văn minh kiểu gì mà không chịu cách ly để dập dịch","0","0","0","0","0","0","0","victsd_train","0"
"chính quyền địa phương là cấp gần với dân nhất mà không sát sao giám sát được sự việc từ đầu để một đứa trẻ non nớt như vậy phải chịu đòn roi tra tấn bao nhiêu lần trong thời gian dài như vậy mà không biết đọc mà tôi rơi nước mắt","0","0","0","0","0","0","0","victsd_train","0"
"xấu hay đẹp tùy vào mắt con người mỗi người một ý còn riêng tôi nếu đủ tiền sẽ mua ngay không do dự tôi đã dùng bmw 320 cảm giác lái mấy chiếc này không cần thiếc nói ra đây nhưng bảo đảm các bạn khi lái sẽ quên ngay cái mũi xe nó như thế nào chạy 250km g tôi chưa bao giờ chạy quá tốc độ này vì yếu tay đầu óc rất tập trung để giữ đường các bạn sẽ quên hết những gì chung quanh","1","1","0","1","0","1","0","victsd_train","0"
"năm 2018 50 người tại quán bar dương tính ma túy khi cảnh sát kiểm tra năm 2019 trước quán bar này cũng xảy ra án mạng làm một người chết thế mà vẫn tồn tại được mới ghê","0","0","0","0","0","0","0","victsd_train","0"
"hết xe máy điện thoại bh đến ôtô hàng tq giá rẻ hoàn toàn có thể cạnh tranh về chất lượng và thay thế cho các nhãn hiệu đắt đỏ từ nhật và phương tây kiểu dáng cũng ngày càng bắt mắt và đúng giá trị thật của xe ko giá trên trời phi thực tế như các nc phương tây","1","1","0","1","0","1","0","victsd_train","0"
"nhìn cụ thế kia ko đụng cụ cháu cũng tự gục","0","0","0","0","0","0","0","victsd_test","0"
"mong rằng tất cả người dân nâng cao ý thức phòng dịch không tham gia và chứa chấp nhập cảnh trái phép để dân ta đỡ khổ","0","0","0","0","0","0","0","victsd_test","0"
"trời 4 0 5g ai cũng khóc","0","0","0","0","0","0","0","victsd_train","0"
"uống vẫn ngon như nhau","0","0","0","0","0","0","0","victsd_train","0"
"messi là cầu thủ bóng đá số 1 hành tinh dù bạn có yêu hay ghét","0","0","0","0","0","0","0","victsd_train","0"
"lớp 1 ngày học 2 buổi tối về vật lộn học bài đến 9h cả nhà cùng chạy đua để chỉ bài cho cháu ôi cải cách chỉ biết thở dài ngao ngán","1","1","0","1","0","1","0","victsd_valid","0"
"nhất quỷ nhì ma thứ ba là các cháu may mắn là không làm sao bài học nhớ đời nhé","1","1","0","1","0","1","0","victsd_test","0"
"qua rồi cái thời mộc mạc của bình minh sẽ mang em đi và tình ơi xin ngủ yên tiếc quá ngày càng sến xẫm","0","0","0","0","0","0","0","victsd_train","0"
"không biết giờ này mẹ và các em ra răng thương về quê mẹ miền trung quá","1","1","0","1","0","1","0","victsd_train","0"
"ghê thiệt chứ nhưng mà nguyên nhân sao chú này lại ăn quá nhiều cam thảo như vậy một lời cảnh báo mong rằng các nhà sản xuất nên cân nhắc khi cho chất cam thảo này trong thực phẩm","1","1","0","1","0","1","0","victsd_train","0"
"thị trường ôtô vn giá 1 5 tỷ dần bị xe hàn thâu tóm hết rồi với cái đà này thì 10 năm nữa ra đường toàn thấy xe hàn giống như đồ gia dụng điện tử tivi tủ lạnh máy giặt smartphone trong các gia đình hiện nay","1","1","0","1","0","1","0","victsd_test","0"
"dịch bệnh chưa đi thì mùa bão lại ùa về rồi ôi thiên tai rồi sẽ ra sao cho những ngày tháng tới đây","0","0","0","0","0","0","0","victsd_train","0"
"ngày nào lên đọc báo cũng thấy toàn hàng mấy trục người hàng trăm người dương tính với ma túy nghĩ mà nó chán thiết nghĩ nên nâng cao hình phạt đối với đối tượng sử dụng ma túy để cho xã hội thêm bình yên","0","0","0","0","0","0","0","victsd_train","0"
"có nghĩa là đưa một vệ tinh lên ghép nối với vệ tinh đang cần được cứu trên quỹ đạo sử dụng động cơ của vệ này kéo vệ tinh kia về đúng quỹ đạo hoặc là điều chỉnh vệ tinh đó đi theo quỹ đạo mong muốn để tiếp tục hoạt động","0","0","0","0","0","0","0","victsd_train","0"
"tóm lại là nhạt","1","1","0","0","0","0","0","victsd_test","0"
"mưa bão làm đổ cây thì đè lên đường dây điện làm gãy hàng loạt cột điện là bình thường chất lượng gì ở đây có phải cái cột điện đứng 1 mình bị gió làm gãy đâu chứ","0","0","0","0","0","0","0","victsd_valid","0"
"nhái mẫu mã rồi có nhái được chất lượng","0","0","0","0","0","0","0","victsd_train","0"
"nhìn kết cấu vững kinh tuổi của những cây cầu đã minh chứng cho những nhận định rồi","0","0","0","0","0","0","0","victsd_train","0"
"chúc nghệ sỹ khỏe và có tấm lòng với quê hương đất nước","0","0","0","0","0","0","0","victsd_train","0"
"cái thời mình đi học mình 8x đời đầu bữa nào không học là nhớ bạn nhớ trường bữa nào lỡ bị ốm hay nhà có việc phải nghỉ là khóc lên khóc xuống đòi đi học còn con tôi giờ đến trường là trách nhiệm là công việc chứ không còn là sự hứng thú với chuyện học hành nữa mới lớp lá mà vậy đó","0","0","0","0","0","0","0","victsd_train","0"
"đọc tới đâu nổi da gà tới đó quá giỏi luôn ấy","0","0","0","0","0","0","0","victsd_test","0"
"vẫn biết là rẻ nhưng chừng nào lãi suất đi vay vẫn trên 10 thì kênh chứng khoán khó thu hút được nhà đầu tư","0","0","0","0","0","0","0","victsd_valid","0"
"năm nay trường lấy điểm thấy vậy thì thương hiệu trường còn đâu nữa","0","0","0","0","0","0","0","victsd_train","0"
"đọc bài báo rất là hài ở câu cuối","0","0","0","0","0","0","0","victsd_train","0"
"ra đại lý đăng ký lái thử cả 2 nhận xét về 2 xe i10 rộng rãi hơn có cốp xe nhẹ tay lái bồng bềnh đi khoảng 80 100 km h là thấy ù tai hơn thì sợ lắm fadil nhỏ gọn chắc chắn linh hoạt hơn tốn xăng hơn tí hệ số an toàn cao hơn cách âm tốt hơn đi khoảng 120 km h vẫn chắc chắn cảm giác lái tốt nếu muốn rộng và theo các thánh hưởng thụ thì đi i10 còn nếu như vì gia đình vì bản thân thì đi fadil tất cả những người chê fadil đều chưa được cầm lái bao giờ nên ra huyndai lái i10 trước rồi về lái fadil mới cảm nhận hết được độ sướng","1","1","0","1","0","1","0","victsd_valid","0"
"xe hàn bán được tại thị trường khác thì bảo xe tốt còn xe hàn không bán được tại âu mỹ thì bảo là bảo hộ nội địa đúng là tiêu chuẩn kép","0","0","0","0","0","0","0","victsd_test","0"
"a bo có lượng fan 8 9x hùng hậu nhất việt nam không ca sĩ nào qua được thề luôn","0","0","0","0","0","0","0","victsd_train","0"
"thương em cún và em báo quá","0","0","0","0","0","0","0","victsd_valid","0"
"murray cố nhưng cũng k thể thi đấu đỉnh cao đc nữa dáng đi thất thểu quá mệt mỏi và chậm chạp còn những cú trái của stan thì vẫn có độ chất rất riêng và rất đẳng cấp","0","0","0","0","0","0","0","victsd_test","0"
"thương con quá","0","0","0","0","0","0","0","victsd_test","0"
"beo ko hợp với lối đá kichi kichi của bà xã mà lẽ ra ổng phải đi sớm tu sau khi đạt 4 c1 đi trước cả rô chứ giờ ổng mới thoát ra được lại còn đi theo dạng cho mượn","0","0","0","0","0","0","0","victsd_train","0"
"nhìn nhang nhác giống con trắm đen","0","0","0","0","0","0","0","victsd_train","0"
"ngài tt tuyê t vơ i nhâ t cu a nươ c my","0","0","0","0","0","0","0","victsd_valid","0"
"theo mình chỉ làm cao tốc cầu ct2 ngã bảy từ ngã bảy cà mau mở rộng quảng lộ phụng hiệp thêm 4 làn xe nữa và tách biệt làn 2 bánh hoặc cấm 2 bánh vào quảng lộ thực tế 2 bánh củng không đi đường này về cà mau nhìêu mà chỉ dân địa phương và rất ít đi vào ban đêm làm cầu vượt tại các các nốt giao thông kết nối về sóc trăng và trà vinh và cho phép tốc độ tối đa 90km h là đủ dùng nâng cấp 3 tỉnh lộ 61b kết nối vị thanh dt1 kết nối gò quao đi kiên giang 908b kết nối về miệt thứ vừa giảm chi phí vừa tạo xương sống quang lộ phụng hiệp kết nối toàn đồng bằng","1","1","0","1","0","1","0","victsd_train","0"
"30 tháng tù mà tông chết 2 người án quá nhẹ","1","1","0","0","0","0","0","victsd_train","0"
"như vậy là điểm nghẽn đã làm các nhà đầu tư lo lắng đã được tháo gỡ hay lắm hãy cố lên việt nam của ta ơi","1","1","0","1","0","1","0","victsd_train","0"
"có bác nào nói là ăn cắp của mỹ nữa không biết","0","0","0","0","0","0","0","victsd_train","0"
"do bất cẩn của mọi người do công ty tài chính ngân hàng kiểm soát gây lên tình trạng này vậy nên cần thận trọng","0","0","0","0","0","0","0","victsd_test","0"
"rất yêu quý cô kim cương và cô lệ thủy","0","0","0","0","0","0","0","victsd_train","0"
"trời con báo nó mập mập ú ú như con mèo ú mà mình nuôi nhìn chả có tý hình dáng của con báo nào loài đồng cỏ thì thon gọn bụng nhỏ đúng là môi trường nào thì sẽ tiến hóa phù hợp tích nghi môi trường đó lạnh thì phải ú ú như gấu bắc cực ms sống được nhìn leo trèo ú ú thấy cưng quá cơ y như con mèo ú nhà mình mỗi khi leo lên cây","0","0","0","0","0","0","0","victsd_train","0"
"cầu mong bão giảm cấp nữa đi để đồng bào miền trung ruột thịt đỡ thiệt hại","0","0","0","0","0","0","0","victsd_test","0"
"tạ ơn trời phật phù hộ tạ ơn các bác sỹ","1","1","0","1","0","1","0","victsd_train","0"
"nhanh chóng thông báo tới các cửa hàng có bán pate minh chay thu hồi để tiêu hủy và điều tra cơ sở đó thật chặt chẽ và phải bồi thường cho nạn nhân","1","1","0","1","0","1","0","victsd_train","0"
"cảm ơn vnexpress về bài viết mình rất khâm phục bạn này và cũng rút được các bài học kinh nghiệm để đồng hành với con mình thấy việc học ngoại ngữ của con rất cần sự quan tâm đồng hành của gia đình chứ không phải cứ đổ nhiều tiền đưa con đến trung tâm tiếng anh lớn là thành công bố mẹ nên khuyến khích con gắn tiếng anh với sở thích cá nhân mình cũng nghĩ tiếng anh nên học ít chơi nhiều việc đến các trung tâm ngồi 4 5 đứa một bàn và chăm chú nghe giảng thực sự không hiệu quả mà hãy học qua đọc truyện tranh giao tiếp xem tivi như bạn ấy nói","1","1","0","1","0","1","0","victsd_valid","0"
"thực phẩm chế biến sẵn mà ko có chất bảo quản thì chỉ 1 thời gian ngắn rất dễ nhiễm vi sinh có hại đặc biệt là botulinum vi khuẩn gây bệnh này rất nguy hiểm thực phẩm chế biến sẵn phải có chất bảo quản nhưng với 1 liều lượng cho phép ko ảnh hưởng sức khỏe người tiêu dùng","0","0","0","0","0","0","0","victsd_train","0"
"300 triệu vay thêm ít tiền mua con attrage mới cóng đi cho an tâm city 300tr thì quá cũ nissan thì đang đổi nhà phân phối mới chưa biết làm ăn ra sao còn aveo thì chevy bỏ chạy khỏi vn mất rồi chỉ còn vinfast ráng làm tròn trách nhiệm chuyển giao thời điểm này thôi còn tương lai thế nào có trời mới biết","0","0","0","0","0","0","0","victsd_train","0"
"tiếc rằng khi về việt nam giá của nó lại khác hoàn toàn","0","0","0","0","0","0","0","victsd_valid","0"
"trong cái lý cũng phải xét cái tình với 300m đó bác chỉ lên đòi 100 thôi dù gì bác cũng ít phụng dưỡng cha mẹ khi về già","0","0","0","0","0","0","0","victsd_valid","0"
"nhà mình ai cũng biết bơi nhưng hiểu được sự nguy hiểm và mặt áo phao khi xa bờ và không bao giờ bơi một mình người lớn cần giải thích trẻ con sự nguy hiểm","1","1","0","1","0","1","0","victsd_train","0"
"việt nam mình còn lại rất ít tác phẩm nghệ thuật có khuôn mặt của các danh nhân thời kì trước nên con cháu về sau rất khó làm đc điều tương tự như thế này","1","1","0","1","0","1","0","victsd_train","0"
"hành động tiêm thuốc thử nghiệm có thể được tâng bốc là hành động dũng cảm người mỹ rất thích những hành động dũng cảm các anh hùng nếu trump khỏi bệnh sớm hơn 3 11 ông sẽ được nhiều người nhìn nhận như 1 tổng thống anh hùng và không cần bỏ phiếu tôi tin trump sẽ đắc cử nhưng nếu ông bệnh nặng mãi không khỏi thì ông mất quyền thành tổng thống mà không cần bỏ phiếu","1","1","0","1","0","1","0","victsd_valid","0"
"tinh thần nghĩa hiệp của người dân cuba tôi hoàn toàn ủng hộ cuba xưng đáng đoạt giải thưởng này","0","0","0","0","0","0","0","victsd_train","0"
"giống như cảnh trong phim vậy có người ngoài hành tinh đang xâm nhập trái đất","0","0","0","0","0","0","0","victsd_train","0"
"trump là tổng thống có lẽ tốt hơn thật sự nhìn biden rất thâm sâu khó lường rất khó cho các nước khác khi làm ăn với mỹ từ biden","1","1","0","1","0","1","0","victsd_train","0"
"ôi sướng mình thực sự ngưỡng mộ bà ấy oánh dùm cháu vài đấm vô mặt mấy cái thằng đàn ông to lớn lại đi đánh một bà già","1","1","0","1","0","1","0","victsd_valid","0"
"tốt quá mọi người ơi phải làm kỹ thế này thì mới tạo ra nhân lực phù hợp với bằng cấp mới phát triển xã hội được cảm ơn","0","0","0","0","0","0","0","victsd_train","0"
"nhìn bà cụ bán hàng cực khổ vậy mà nó cũng lỡ lòng lấy của người ta","0","0","0","0","0","0","0","victsd_train","0"
"dân việt mình cái gì cũng ăn được có ai tự vấn vì sao ngư trường ngày càng cạn kiệt không và con người đang nhẫn tâm đẩy nhiều loài đến diệt vong chúng ta có thể hạn chế bớt ham muốn ích kỷ của mình cho muôn loài khác có cửa sinh tồn không","0","0","0","0","0","0","0","victsd_valid","0"
"nên chọn v fadil vì an toàn hơn xăng thì có nhỉnh hơn vì vỏ dày đầm xe chấm hết","0","0","0","0","0","0","0","victsd_valid","0"
"không lây nhiễm cộng đồng là mừng rồi","0","0","0","0","0","0","0","victsd_train","0"
"ai rồi cũng về với đất kể cả cụ rùa mong cụ cá sấu an nghỉ hãy để con cháu tiếp bước cụ","0","0","0","0","0","0","0","victsd_train","0"
"tổng 3 chiều cao của hình tam giác 1mm có nghĩa là khác không diện tích của hình tam giác băng chiều cao nhân đáy chia cho hai vây kéo dài vô cực cạnh đáy của tam giác nhất định sẽ lớn hơn diện tích của trái đất vì diện tích trái đất là một diện tích có hạn cái vô hạn phải lớn hơn cái hữu hạn 8 9 2020","1","1","0","1","0","1","0","victsd_train","0"
"trump gây hỗn loạn như thế là đủ rồi bây giờ nhiễm sar cov 2 thì mới biết thông cảm và chia sẻ với các bệnh nhân và người nhiễm virus này nhiễm ncovy cũng có thể là lý do để ngài rời ngai trong danh dự đấy trump ah chúc ngài sớm bình phục","1","1","0","1","0","1","0","victsd_train","0"
"như vậy các bác nhớ thương yêu thầy cô nhiều hơn vì họ có nguy cơ nhồi máu nhiều hơn khi dạy mấy chục đứa","1","1","0","1","0","1","0","victsd_train","0"
"schalke đúng là ko cùng đẳng cấp với barca ít ra barca còn ghi được 2 bàn","0","0","0","0","0","0","0","victsd_valid","0"
"giờ thì chỉ mong pen và đệm bóng cận thành thôi tiền đạo đáy nhé","0","0","0","0","0","0","0","victsd_train","0"
"xả được về miền tây cho bà con mình bớt khổ","0","0","0","0","0","0","0","victsd_train","0"
"thử bán đấu giá xem có ai mua ko","0","0","0","0","0","0","0","victsd_valid","0"
"các nhóm đội clb xe đạp này toàn là các a các bác có đk cả đấy họ có chút đam mê có ý thức nâng cao sk và đa phần mua xe vài triệu tới cả chục triệu trang bị như cua rơ chuyên nghiệp nhưng khi họ lưu thông trên đường thì quả thật và nó quá phổ biến k riêng ở đâu mới là nản","1","1","0","1","0","1","0","victsd_valid","0"
"khổ cho mấy ông bị si rô đày quá","0","0","0","0","0","0","0","victsd_train","0"
"vong chung kết kì này không có em nào xuất sắc lắm so với các cuộc thi trước khó đoán được em nào đạt giành quán quân","1","1","0","1","0","1","0","victsd_train","0"
"căn hộ mình mua cách đây 3 năm thuộc căn hộ thương mại bậc trung ở q8 giá 1 tỷ giờ lên 1 6 tỷ và còn lên nữa cho thuê giá thấp nhất 5 5 6tr tháng những căn ở thủ đức đưa vào sử dụng trên 5 năm từ chưa đến 1 tỷ thành 1 5 song vẫn không lại với giá vincity q9 mua đi bán lại căn studio đã 40tr m2 ko bếp cho thuê chỉ 3 3 5tr tháng người người đăng bán người người rao thuê","0","0","0","0","0","0","0","victsd_valid","0"
"đây mới là người phụ nữ mạnh mẽ","0","0","0","0","0","0","0","victsd_train","0"
"4 3 cho sevilla nhé","0","0","0","0","0","0","0","victsd_train","0"
